,,0
BA,INTC,0.3278781128692436
AAPL,MCD,0.32712739815745456
AMGN,MRK,0.32710059239315664
DOW,WBA,0.3267383687652983
UNH,VZ,0.32553857168923306
MSFT,V,0.32532179449865745
HD,TRV,0.3240810710877936
CSCO,UNH,0.3234675242587263
CSCO,DIS,0.32345880744352534
AMGN,MCD,0.3230633066307195
JPM,MMM,0.3222310567195412
MSFT,NKE,0.32159931328557056
CSCO,JPM,0.320770990321109
CVX,MMM,0.31994083851949934
CRM,V,0.31920766499838643
CAT,WBA,0.3190762001740675
HON,JNJ,0.3188795672417649
CAT,IBM,0.31842628061525563
AMGN,VZ,0.31563762377575105
BA,V,0.3141073621372642
JNJ,VZ,0.31408048806055416
DIS,KO,0.3123792374033707
KO,WMT,0.31236451274865645
AMGN,MMM,0.3105678327569558
JNJ,TRV,0.30741007350192434
CVX,V,0.30674998412289056
GS,WBA,0.3060400092577545
NKE,V,0.30534967560002685
AMGN,KO,0.30498044122393664
AXP,KO,0.30492124213773686
GS,V,0.3044936541764652
KO,UNH,0.3039933853775333
CVX,VZ,0.3032099530897332
JPM,MCD,0.30303298452826816
IBM,KO,0.302523922437952
HON,NKE,0.3018106724602142
HD,PG,0.30086432262846685
JNJ,MCD,0.30064147383382045
AXP,UNH,0.3004968227585549
DOW,VZ,0.3003202754602551
DOW,V,0.2996300826899422
HD,NKE,0.29844070698939207
GS,MMM,0.2974793100296525
AXP,IBM,0.29742783783728294
CAT,INTC,0.2960482452386081
JPM,UNH,0.2960097638986125
AAPL,V,0.29526332749798534
HD,MMM,0.29490537495962693
MCD,WMT,0.29139207347383317
UNH,V,0.2889429456369425
CSCO,CVX,0.28788168781986156
IBM,PG,0.2873755621312929
HON,WBA,0.28642385554896105
HON,PG,0.2862406217552684
DOW,INTC,0.2859330044070636
CAT,V,0.2857977338527556
JPM,WBA,0.28550560226908855
AXP,MMM,0.28488919870413815
INTC,V,0.28388638593653276
MMM,VZ,0.2807693899451111
AMGN,TRV,0.2792687254477574
MCD,MMM,0.2790010405450105
CSCO,VZ,0.278829592087034
INTC,JPM,0.27672044860419587
IBM,V,0.27579002011672943
AXP,CSCO,0.2757443708754515
HD,KO,0.2755573631512653
CSCO,WBA,0.2755258028739207
IBM,INTC,0.27549934172143287
CAT,MCD,0.2744476060042777
GS,MCD,0.27431981974521474
MCD,UNH,0.2737372495933615
CAT,UNH,0.2732057984397684
GS,IBM,0.2724792347084308
BA,WBA,0.27111737228624144
PG,V,0.2707610898195232
CRM,INTC,0.269551061018398
CRM,CSCO,0.269231022283306
CSCO,NKE,0.26900829652491054
CSCO,GS,0.2672618608832552
TRV,WMT,0.26536214056641294
CAT,CSCO,0.26527179353095154
JNJ,MRK,0.26511068998723697
CVX,WBA,0.2650027180966403
AMGN,HON,0.26470658043417766
MSFT,UNH,0.26452532575961607
IBM,JNJ,0.26419011586200364
HON,WMT,0.26418855344559294
CAT,VZ,0.26378509222151436
AAPL,NKE,0.26344604395084464
IBM,VZ,0.2634434563880841
BA,IBM,0.26174119506274945
AMGN,MSFT,0.26050324284978066
MCD,VZ,0.2604185959765016
HD,JPM,0.25991817070363726
HON,MSFT,0.2596487189118078
CSCO,WMT,0.25635189083486154
INTC,TRV,0.25580664985091606
AAPL,WMT,0.2553024559568562
MCD,NKE,0.2544051823803209
UNH,WMT,0.25340866657625843
CRM,MCD,0.25115610388924364
AAPL,KO,0.25025418752797446
DIS,NKE,0.25019253351449366
DIS,INTC,0.24932516327643614
BA,CRM,0.2486959359558199
AMGN,WBA,0.2485371226449994
AAPL,AMGN,0.24552482781222187
JNJ,V,0.24534071261894919
DIS,HD,0.2433575726131512
HD,JNJ,0.24265426375982294
AAPL,BA,0.24214119808913123
JNJ,WBA,0.24178980865721955
INTC,MCD,0.24143683791904375
AMGN,IBM,0.24100240536318607
MRK,VZ,0.240200868012177
GS,INTC,0.23979930264224625
IBM,WBA,0.23874613892044388
GS,NKE,0.23864752110832854
MMM,UNH,0.23839254235504018
DOW,WMT,0.2378648390708235
TRV,WBA,0.23673457366370818
AAPL,HON,0.23667576114093622
CVX,INTC,0.23578627701513608
CRM,NKE,0.23564849344169722
CVX,KO,0.23541621797861245
AXP,INTC,0.23540043248505993
AMGN,WMT,0.2335893576252876
AXP,NKE,0.2330505378675795
GS,VZ,0.23216276962839003
AMGN,CAT,0.23191978900046945
IBM,MCD,0.23148044942005963
GS,UNH,0.23108222350928942
CAT,WMT,0.23100173946638758
AMGN,HD,0.23047429003525088
GS,HD,0.23020940280648694
CVX,UNH,0.22986046916003555
GS,WMT,0.22783521544376195
HD,V,0.22763263277130374
MSFT,WMT,0.22439032024202477
MCD,WBA,0.22438333696050083
MMM,V,0.22409920963352667
DIS,VZ,0.2212489647834906
IBM,UNH,0.22037039826467486
AMGN,DOW,0.21924775625823587
DOW,MCD,0.21893724316202265
NKE,TRV,0.21847382084323996
DOW,KO,0.21811132672757536
CVX,JNJ,0.21690271694125218
AXP,CRM,0.216776701680468
MRK,UNH,0.2154882057810292
JPM,NKE,0.21499531440459138
DOW,NKE,0.21484468056879588
AXP,VZ,0.21298421616144433
CAT,HD,0.21268552204919705
HD,WBA,0.21240856381182996
JPM,KO,0.21135347070131777
CVX,MCD,0.21120537192840408
CRM,DIS,0.21057052419249397
AXP,HD,0.20981831096997006
CRM,KO,0.20906681422948217
DIS,UNH,0.20770836605639714
VZ,WMT,0.20765395872575124
CRM,HON,0.2069675438652014
V,VZ,0.20648565421783663
MRK,PG,0.20523744983853898
BA,CSCO,0.2045084497825564
AMGN,INTC,0.20330368212057004
DOW,UNH,0.20181261585043575
BA,NKE,0.2017582107245039
BA,MSFT,0.20049348788657645
UNH,WBA,0.19752163716943283
INTC,NKE,0.19475155158427976
DOW,HD,0.19451308293669425
INTC,UNH,0.19419527225626007
JNJ,MSFT,0.19304298701995212
MSFT,PG,0.1910924197735784
MMM,WMT,0.19019834853942905
INTC,KO,0.18979388336074973
DIS,MSFT,0.18852529876102478
CAT,MRK,0.1874094914719275
DOW,JNJ,0.18658779076613827
VZ,WBA,0.18590590084491693
NKE,UNH,0.18532791861821157
CRM,WMT,0.1849506119772459
CAT,JNJ,0.1849396704977927
AAPL,UNH,0.1849320275855833
NKE,PG,0.1844069936876403
AXP,WBA,0.18407616504943744
CAT,KO,0.18297862744620666
JPM,WMT,0.18189483457572397
DIS,MMM,0.17968383916913977
HD,VZ,0.17804683017198203
DIS,IBM,0.1775494568503248
PG,WBA,0.17592455381133223
CVX,WMT,0.17546596604215564
CVX,NKE,0.1749547727982342
JNJ,JPM,0.1732404634562143
HD,INTC,0.1718028498726622
BA,WMT,0.17085045982628433
AMGN,CVX,0.17071717793630273
JPM,MRK,0.1697154875850875
BA,HD,0.16878926870152594
DIS,WBA,0.16768029385186323
INTC,WBA,0.16749016282498788
AMGN,V,0.16681726830226845
DIS,PG,0.1656002896967134
KO,MRK,0.16530685896486624
BA,MMM,0.16423756027225944
BA,KO,0.1641140967577145
GS,KO,0.16304823390278986
MCD,MRK,0.1619795165685582
KO,NKE,0.15887469774010535
AAPL,TRV,0.15785930209393725
AMGN,DIS,0.15784364545224894
CVX,MRK,0.15559330435996274
NKE,WMT,0.15329541556614795
AMGN,JPM,0.1508564635229389
CSCO,MRK,0.15084061380956967
JPM,PG,0.15079432141405819
AAPL,JNJ,0.1456670922173607
GS,JNJ,0.14380366509369927
AAPL,MMM,0.143586304468751
INTC,MMM,0.14234057284861462
AAPL,DOW,0.1414478424693116
AMGN,NKE,0.14110503277677477
AAPL,DIS,0.13944714413894205
KO,WBA,0.13689367780882564
CAT,NKE,0.13620832507939282
MRK,WMT,0.1344957584070027
MRK,TRV,0.13340724302231385
AMGN,AXP,0.13011797275321488
AXP,MSFT,0.1281693097081135
CRM,HD,0.12731050061087673
CVX,PG,0.12589018052441864
CVX,HD,0.12479374195154641
AXP,PG,0.12330352582459776
V,WMT,0.12288311595124844
CRM,DOW,0.12239668328922544
CAT,PG,0.12233915573588455
V,WBA,0.12048645396701092
DIS,WMT,0.11617297019853087
DOW,PG,0.11545180059015338
DIS,JNJ,0.11541658510721718
AMGN,BA,0.11409206688969581
MMM,MSFT,0.11401775756850784
AAPL,AXP,0.11396166902753462
AXP,JNJ,0.11335547627533557
AAPL,VZ,0.1131547968312343
AAPL,GS,0.11301778881525332
AAPL,PG,0.1101172332878643
HON,MRK,0.10816404218265893
GS,PG,0.10505742519989687
CRM,CVX,0.1036509081119705
CRM,JPM,0.10328259730850141
MMM,NKE,0.10291489604889971
MRK,WBA,0.10231585685846248
MSFT,TRV,0.1004810329619396
CRM,GS,0.09913814217582609
NKE,WBA,0.09688954111478885
AXP,WMT,0.09551815079005535
HD,MRK,0.09504372648317391
DOW,MRK,0.0948622600886341
AMGN,GS,0.09474576014428274
JNJ,NKE,0.09451466992778564
AAPL,WBA,0.09366260621705162
INTC,VZ,0.09243056760405653
INTC,WMT,0.09231494598856413
MSFT,WBA,0.09142699814428164
INTC,JNJ,0.09045939255821343
AAPL,CVX,0.08518963709812459
IBM,MRK,0.08480917819816824
INTC,PG,0.08397153295565592
BA,UNH,0.08113352624655219
BA,VZ,0.08038615032201336
CAT,CRM,0.07753972473832052
AAPL,JPM,0.07632194138108091
IBM,NKE,0.0748744471507854
MRK,V,0.07175453176899983
IBM,WMT,0.07066911796354106
CVX,MSFT,0.0699241188901276
HD,IBM,0.06736045529420444
NKE,VZ,0.06370416697403988
MSFT,VZ,0.06224916026523351
MRK,MSFT,0.058874588884946996
CRM,PG,0.05829167019025857
GS,MRK,0.05638369827311011
AAPL,IBM,0.05633909985911181
CRM,UNH,0.05495534744767531
AMGN,CRM,0.05396381938529209
AAPL,CAT,0.053333395898474675
CRM,JNJ,0.046599445508670456
MMM,MRK,0.04569964736231508
DIS,MRK,0.04445251727330905
CRM,TRV,0.04435124546987161
CRM,WBA,0.04426185047230749
MRK,NKE,0.042282830381808884
CRM,MMM,0.0419513905410367
DOW,MSFT,0.03761577258189719
AXP,MRK,0.037557090053965986
GS,MSFT,0.02809949185079553
BA,MRK,0.023346763657028563
CRM,IBM,0.018061552727335263
BA,JNJ,0.012744821997646583
INTC,MRK,0.011378622664316211
IBM,MSFT,0.01073833544206001
JPM,MSFT,0.010341395086858834
CRM,MRK,0.006742762570967867
AAPL,MRK,0.004225101329671091
BA,PG,0.001876226213252474
CAT,MSFT,0.0008501308856912805
CRM,VZ,0.0006149922594702723
